Phase 1: Comprehensive Shielding Master Data
Photons Fired per run: 10000000 | Total Runs: 930
===================================================================================================================
Energy (keV)    | Material        | Thickness (mm)  | I_0        | I          | Ratio (I/I_0)   | Abs. Poisson Error
356             | Ti3C2O2_20Wt    | 2               | 10000000   | 9678665    | 0.967866        | 0.00031111
356             | Ti3C2O2_20Wt    | 4               | 10000000   | 9368177    | 0.936818        | 0.00030607
356             | Ti3C2O2_20Wt    | 6               | 10000000   | 9067102    | 0.90671         | 0.00030112
356             | Ti3C2O2_20Wt    | 8               | 10000000   | 8778028    | 0.877803        | 0.00029628
356             | Ti3C2O2_20Wt    | 10              | 10000000   | 8497156    | 0.849716        | 0.00029150
356             | Ti3C2O2_25Wt    | 2               | 10000000   | 9665259    | 0.966526        | 0.00031089
356             | Ti3C2O2_25Wt    | 4               | 10000000   | 9342291    | 0.934229        | 0.00030565
356             | Ti3C2O2_25Wt    | 6               | 10000000   | 9029703    | 0.90297         | 0.00030049
356             | Ti3C2O2_25Wt    | 8               | 10000000   | 8728901    | 0.87289         | 0.00029545
356             | Ti3C2O2_25Wt    | 10              | 10000000   | 8437875    | 0.843788        | 0.00029048
356             | Ti3C2O2_30Wt    | 2               | 10000000   | 9650670    | 0.965067        | 0.00031066
356             | Ti3C2O2_30Wt    | 4               | 10000000   | 9313674    | 0.931367        | 0.00030518
356             | Ti3C2O2_30Wt    | 6               | 10000000   | 8988622    | 0.898862        | 0.00029981
356             | Ti3C2O2_30Wt    | 8               | 10000000   | 8675966    | 0.867597        | 0.00029455
356             | Ti3C2O2_30Wt    | 10              | 10000000   | 8373853    | 0.837385        | 0.00028938
511             | PPS_0Wt         | 2               | 10000000   | 9760922    | 0.976092        | 0.00031242
511             | PPS_0Wt         | 4               | 10000000   | 9526821    | 0.952682        | 0.00030866
511             | PPS_0Wt         | 6               | 10000000   | 9298838    | 0.929884        | 0.00030494
511             | PPS_0Wt         | 8               | 10000000   | 9075765    | 0.907577        | 0.00030126
511             | PPS_0Wt         | 10              | 10000000   | 8860044    | 0.886004        | 0.00029766
511             | Pb_5Wt          | 2               | 10000000   | 9740946    | 0.974095        | 0.00031210
511             | Pb_5Wt          | 4               | 10000000   | 9488111    | 0.948811        | 0.00030803
511             | Pb_5Wt          | 6               | 10000000   | 9242209    | 0.924221        | 0.00030401
511             | Pb_5Wt          | 8               | 10000000   | 9002364    | 0.900236        | 0.00030004
511             | Pb_5Wt          | 10              | 10000000   | 8770040    | 0.877004        | 0.00029614
511             | Pb_10Wt         | 2               | 10000000   | 9719011    | 0.971901        | 0.00031175
511             | Pb_10Wt         | 4               | 10000000   | 9445623    | 0.944562        | 0.00030734
511             | Pb_10Wt         | 6               | 10000000   | 9179827    | 0.917983        | 0.00030298
511             | Pb_10Wt         | 8               | 10000000   | 8921745    | 0.892174        | 0.00029869
511             | Pb_10Wt         | 10              | 10000000   | 8671935    | 0.867193        | 0.00029448
511             | Pb_15Wt         | 2               | 10000000   | 9694985    | 0.969499        | 0.00031137
511             | Pb_15Wt         | 4               | 10000000   | 9398892    | 0.939889        | 0.00030658
511             | Pb_15Wt         | 6               | 10000000   | 9111877    | 0.911188        | 0.00030186
511             | Pb_15Wt         | 8               | 10000000   | 8834278    | 0.883428        | 0.00029723
511             | Pb_15Wt         | 10              | 10000000   | 8565300    | 0.85653         | 0.00029267
511             | Pb_20Wt         | 2               | 10000000   | 9668453    | 0.966845        | 0.00031094
511             | Pb_20Wt         | 4               | 10000000   | 9347341    | 0.934734        | 0.00030573
511             | Pb_20Wt         | 6               | 10000000   | 9037558    | 0.903756        | 0.00030063
511             | Pb_20Wt         | 8               | 10000000   | 8738120    | 0.873812        | 0.00029560
511             | Pb_20Wt         | 10              | 10000000   | 8449049    | 0.844905        | 0.00029067
511             | Pb_25Wt         | 2               | 10000000   | 9638806    | 0.963881        | 0.00031046
511             | Pb_25Wt         | 4               | 10000000   | 9290606    | 0.929061        | 0.00030480
511             | Pb_25Wt         | 6               | 10000000   | 8955048    | 0.895505        | 0.00029925
511             | Pb_25Wt         | 8               | 10000000   | 8632543    | 0.863254        | 0.00029381
511             | Pb_25Wt         | 10              | 10000000   | 8321041    | 0.832104        | 0.00028846
511             | Pb_30Wt         | 2               | 10000000   | 9605726    | 0.960573        | 0.00030993
511             | Pb_30Wt         | 4               | 10000000   | 9227575    | 0.922758        | 0.00030377
511             | Pb_30Wt         | 6               | 10000000   | 8863501    | 0.88635         | 0.00029772
511             | Pb_30Wt         | 8               | 10000000   | 8515256    | 0.851526        | 0.00029181
511             | Pb_30Wt         | 10              | 10000000   | 8180553    | 0.818055        | 0.00028602
511             | BaSO4_5Wt       | 2               | 10000000   | 9751675    | 0.975167        | 0.00031228
511             | BaSO4_5Wt       | 4               | 10000000   | 9509324    | 0.950932        | 0.00030837
511             | BaSO4_5Wt       | 6               | 10000000   | 9273367    | 0.927337        | 0.00030452
511             | BaSO4_5Wt       | 8               | 10000000   | 9042859    | 0.904286        | 0.00030071
511             | BaSO4_5Wt       | 10              | 10000000   | 8819715    | 0.881972        | 0.00029698
511             | BaSO4_10Wt      | 2               | 10000000   | 9741971    | 0.974197        | 0.00031212
511             | BaSO4_10Wt      | 4               | 10000000   | 9490691    | 0.949069        | 0.00030807
511             | BaSO4_10Wt      | 6               | 10000000   | 9245779    | 0.924578        | 0.00030407
511             | BaSO4_10Wt      | 8               | 10000000   | 9007355    | 0.900736        | 0.00030012
511             | BaSO4_10Wt      | 10              | 10000000   | 8776186    | 0.877619        | 0.00029625
511             | BaSO4_15Wt      | 2               | 10000000   | 9731683    | 0.973168        | 0.00031196
511             | BaSO4_15Wt      | 4               | 10000000   | 9470577    | 0.947058        | 0.00030774
511             | BaSO4_15Wt      | 6               | 10000000   | 9216189    | 0.921619        | 0.00030358
511             | BaSO4_15Wt      | 8               | 10000000   | 8969097    | 0.89691         | 0.00029948
511             | BaSO4_15Wt      | 10              | 10000000   | 8729484    | 0.872948        | 0.00029546
511             | BaSO4_20Wt      | 2               | 10000000   | 9720683    | 0.972068        | 0.00031178
511             | BaSO4_20Wt      | 4               | 10000000   | 9448567    | 0.944857        | 0.00030739
511             | BaSO4_20Wt      | 6               | 10000000   | 9184150    | 0.918415        | 0.00030305
511             | BaSO4_20Wt      | 8               | 10000000   | 8927944    | 0.892794        | 0.00029880
511             | BaSO4_20Wt      | 10              | 10000000   | 8679253    | 0.867925        | 0.00029461
511             | BaSO4_25Wt      | 2               | 10000000   | 9708536    | 0.970854        | 0.00031159
511             | BaSO4_25Wt      | 4               | 10000000   | 9424918    | 0.942492        | 0.00030700
511             | BaSO4_25Wt      | 6               | 10000000   | 9149869    | 0.914987        | 0.00030249
511             | BaSO4_25Wt      | 8               | 10000000   | 8883590    | 0.888359        | 0.00029805
511             | BaSO4_25Wt      | 10              | 10000000   | 8624865    | 0.862487        | 0.00029368
511             | BaSO4_30Wt      | 2               | 10000000   | 9695195    | 0.969519        | 0.00031137
511             | BaSO4_30Wt      | 4               | 10000000   | 9399151    | 0.939915        | 0.00030658
511             | BaSO4_30Wt      | 6               | 10000000   | 9112641    | 0.911264        | 0.00030187
511             | BaSO4_30Wt      | 8               | 10000000   | 8835335    | 0.883533        | 0.00029724
511             | BaSO4_30Wt      | 10              | 10000000   | 8566394    | 0.856639        | 0.00029268
511             | W_5Wt           | 2               | 10000000   | 9743283    | 0.974328        | 0.00031214
511             | W_5Wt           | 4               | 10000000   | 9492708    | 0.949271        | 0.00030810
511             | W_5Wt           | 6               | 10000000   | 9248885    | 0.924889        | 0.00030412
511             | W_5Wt           | 8               | 10000000   | 9011122    | 0.901112        | 0.00030019
511             | W_5Wt           | 10              | 10000000   | 8780890    | 0.878089        | 0.00029633
511             | W_10Wt          | 2               | 10000000   | 9723956    | 0.972396        | 0.00031183
511             | W_10Wt          | 4               | 10000000   | 9455061    | 0.945506        | 0.00030749
511             | W_10Wt          | 6               | 10000000   | 9193866    | 0.919387        | 0.00030321
511             | W_10Wt          | 8               | 10000000   | 8939775    | 0.893977        | 0.00029899
511             | W_10Wt          | 10              | 10000000   | 8693795    | 0.869379        | 0.00029485
511             | W_15Wt          | 2               | 10000000   | 9702621    | 0.970262        | 0.00031149
511             | W_15Wt          | 4               | 10000000   | 9413518    | 0.941352        | 0.00030681
511             | W_15Wt          | 6               | 10000000   | 9133016    | 0.913302        | 0.00030221
511             | W_15Wt          | 8               | 10000000   | 8861510    | 0.886151        | 0.00029768
511             | W_15Wt          | 10              | 10000000   | 8598438    | 0.859844        | 0.00029323
511             | W_20Wt          | 2               | 10000000   | 9678811    | 0.967881        | 0.00031111
511             | W_20Wt          | 4               | 10000000   | 9367154    | 0.936715        | 0.00030606
511             | W_20Wt          | 6               | 10000000   | 9066036    | 0.906604        | 0.00030110
511             | W_20Wt          | 8               | 10000000   | 8775288    | 0.877529        | 0.00029623
511             | W_20Wt          | 10              | 10000000   | 8493620    | 0.849362        | 0.00029144
511             | W_25Wt          | 2               | 10000000   | 9651924    | 0.965192        | 0.00031068
511             | W_25Wt          | 4               | 10000000   | 9315740    | 0.931574        | 0.00030522
511             | W_25Wt          | 6               | 10000000   | 8991329    | 0.899133        | 0.00029986
511             | W_25Wt          | 8               | 10000000   | 8679368    | 0.867937        | 0.00029461
511             | W_25Wt          | 10              | 10000000   | 8377574    | 0.837757        | 0.00028944
511             | W_30Wt          | 2               | 10000000   | 9621721    | 0.962172        | 0.00031019
511             | W_30Wt          | 4               | 10000000   | 9258116    | 0.925812        | 0.00030427
511             | W_30Wt          | 6               | 10000000   | 8907937    | 0.890794        | 0.00029846
511             | W_30Wt          | 8               | 10000000   | 8572366    | 0.857237        | 0.00029279
511             | W_30Wt          | 10              | 10000000   | 8249058    | 0.824906        | 0.00028721
511             | Bi2O3_5Wt       | 2               | 10000000   | 9741783    | 0.974178        | 0.00031212
511             | Bi2O3_5Wt       | 4               | 10000000   | 9489905    | 0.94899         | 0.00030806
511             | Bi2O3_5Wt       | 6               | 10000000   | 9244777    | 0.924478        | 0.00030405
511             | Bi2O3_5Wt       | 8               | 10000000   | 9005591    | 0.900559        | 0.00030009
511             | Bi2O3_5Wt       | 10              | 10000000   | 8774161    | 0.877416        | 0.00029621
511             | Bi2O3_10Wt      | 2               | 10000000   | 9721029    | 0.972103        | 0.00031179
511             | Bi2O3_10Wt      | 4               | 10000000   | 9449516    | 0.944952        | 0.00030740
511             | Bi2O3_10Wt      | 6               | 10000000   | 9185433    | 0.918543        | 0.00030307
511             | Bi2O3_10Wt      | 8               | 10000000   | 8928989    | 0.892899        | 0.00029881
511             | Bi2O3_10Wt      | 10              | 10000000   | 8680852    | 0.868085        | 0.00029463
511             | Bi2O3_15Wt      | 2               | 10000000   | 9698317    | 0.969832        | 0.00031142
511             | Bi2O3_15Wt      | 4               | 10000000   | 9405272    | 0.940527        | 0.00030668
511             | Bi2O3_15Wt      | 6               | 10000000   | 9121100    | 0.91211         | 0.00030201
511             | Bi2O3_15Wt      | 8               | 10000000   | 8846006    | 0.884601        | 0.00029742
511             | Bi2O3_15Wt      | 10              | 10000000   | 8579747    | 0.857975        | 0.00029291
511             | Bi2O3_20Wt      | 2               | 10000000   | 9673282    | 0.967328        | 0.00031102
511             | Bi2O3_20Wt      | 4               | 10000000   | 9356639    | 0.935664        | 0.00030589
511             | Bi2O3_20Wt      | 6               | 10000000   | 9050785    | 0.905079        | 0.00030085
511             | Bi2O3_20Wt      | 8               | 10000000   | 8755475    | 0.875548        | 0.00029590
511             | Bi2O3_20Wt      | 10              | 10000000   | 8469743    | 0.846974        | 0.00029103
511             | Bi2O3_25Wt      | 2               | 10000000   | 9645382    | 0.964538        | 0.00031057
511             | Bi2O3_25Wt      | 4               | 10000000   | 9303183    | 0.930318        | 0.00030501
511             | Bi2O3_25Wt      | 6               | 10000000   | 8973280    | 0.897328        | 0.00029955
511             | Bi2O3_25Wt      | 8               | 10000000   | 8655667    | 0.865567        | 0.00029421
511             | Bi2O3_25Wt      | 10              | 10000000   | 8349293    | 0.834929        | 0.00028895
511             | Bi2O3_30Wt      | 2               | 10000000   | 9614364    | 0.961436        | 0.00031007
511             | Bi2O3_30Wt      | 4               | 10000000   | 9244401    | 0.92444         | 0.00030405
511             | Bi2O3_30Wt      | 6               | 10000000   | 8887507    | 0.888751        | 0.00029812
511             | Bi2O3_30Wt      | 8               | 10000000   | 8546581    | 0.854658        | 0.00029235
511             | Bi2O3_30Wt      | 10              | 10000000   | 8217820    | 0.821782        | 0.00028667
511             | Ti3C2O2_5Wt     | 2               | 10000000   | 9752449    | 0.975245        | 0.00031229
511             | Ti3C2O2_5Wt     | 4               | 10000000   | 9510632    | 0.951063        | 0.00030839
511             | Ti3C2O2_5Wt     | 6               | 10000000   | 9275326    | 0.927533        | 0.00030455
511             | Ti3C2O2_5Wt     | 8               | 10000000   | 9045490    | 0.904549        | 0.00030076
511             | Ti3C2O2_5Wt     | 10              | 10000000   | 8822732    | 0.882273        | 0.00029703
511             | Ti3C2O2_10Wt    | 2               | 10000000   | 9743469    | 0.974347        | 0.00031215
511             | Ti3C2O2_10Wt    | 4               | 10000000   | 9493324    | 0.949332        | 0.00030811
511             | Ti3C2O2_10Wt    | 6               | 10000000   | 9249756    | 0.924976        | 0.00030413
511             | Ti3C2O2_10Wt    | 8               | 10000000   | 9012386    | 0.901239        | 0.00030021
511             | Ti3C2O2_10Wt    | 10              | 10000000   | 8782487    | 0.878249        | 0.00029635
511             | Ti3C2O2_15Wt    | 2               | 10000000   | 9733887    | 0.973389        | 0.00031199
511             | Ti3C2O2_15Wt    | 4               | 10000000   | 9474574    | 0.947457        | 0.00030781
511             | Ti3C2O2_15Wt    | 6               | 10000000   | 9222212    | 0.922221        | 0.00030368
511             | Ti3C2O2_15Wt    | 8               | 10000000   | 8976933    | 0.897693        | 0.00029962
511             | Ti3C2O2_15Wt    | 10              | 10000000   | 8738854    | 0.873885        | 0.00029562
511             | Ti3C2O2_20Wt    | 2               | 10000000   | 9723348    | 0.972335        | 0.00031182
511             | Ti3C2O2_20Wt    | 4               | 10000000   | 9453936    | 0.945394        | 0.00030747
511             | Ti3C2O2_20Wt    | 6               | 10000000   | 9192242    | 0.919224        | 0.00030319
511             | Ti3C2O2_20Wt    | 8               | 10000000   | 8938623    | 0.893862        | 0.00029898
511             | Ti3C2O2_20Wt    | 10              | 10000000   | 8692077    | 0.869208        | 0.00029482
511             | Ti3C2O2_25Wt    | 2               | 10000000   | 9711734    | 0.971173        | 0.00031164
511             | Ti3C2O2_25Wt    | 4               | 10000000   | 9431522    | 0.943152        | 0.00030711
511             | Ti3C2O2_25Wt    | 6               | 10000000   | 9159721    | 0.915972        | 0.00030265
511             | Ti3C2O2_25Wt    | 8               | 10000000   | 8896656    | 0.889666        | 0.00029827
511             | Ti3C2O2_25Wt    | 10              | 10000000   | 8640768    | 0.864077        | 0.00029395
511             | Ti3C2O2_30Wt    | 2               | 10000000   | 9699079    | 0.969908        | 0.00031143
511             | Ti3C2O2_30Wt    | 4               | 10000000   | 9407147    | 0.940715        | 0.00030671
511             | Ti3C2O2_30Wt    | 6               | 10000000   | 9123952    | 0.912395        | 0.00030206
511             | Ti3C2O2_30Wt    | 8               | 10000000   | 8850790    | 0.885079        | 0.00029750
511             | Ti3C2O2_30Wt    | 10              | 10000000   | 8585251    | 0.858525        | 0.00029301
662             | PPS_0Wt         | 2               | 10000000   | 9786272    | 0.978627        | 0.00031283
662             | PPS_0Wt         | 4               | 10000000   | 9576641    | 0.957664        | 0.00030946
662             | PPS_0Wt         | 6               | 10000000   | 9371815    | 0.937182        | 0.00030613
662             | PPS_0Wt         | 8               | 10000000   | 9171104    | 0.91711         | 0.00030284
662             | PPS_0Wt         | 10              | 10000000   | 8975341    | 0.897534        | 0.00029959
662             | Pb_5Wt          | 2               | 10000000   | 9772474    | 0.977247        | 0.00031261
662             | Pb_5Wt          | 4               | 10000000   | 9549667    | 0.954967        | 0.00030903
662             | Pb_5Wt          | 6               | 10000000   | 9332509    | 0.933251        | 0.00030549
662             | Pb_5Wt          | 8               | 10000000   | 9119373    | 0.911937        | 0.00030198
662             | Pb_5Wt          | 10              | 10000000   | 8912580    | 0.891258        | 0.00029854
662             | Pb_10Wt         | 2               | 10000000   | 9757588    | 0.975759        | 0.00031237
662             | Pb_10Wt         | 4               | 10000000   | 9519893    | 0.951989        | 0.00030854
662             | Pb_10Wt         | 6               | 10000000   | 9288948    | 0.928895        | 0.00030478
662             | Pb_10Wt         | 8               | 10000000   | 9062881    | 0.906288        | 0.00030105
662             | Pb_10Wt         | 10              | 10000000   | 8843631    | 0.884363        | 0.00029738
662             | Pb_15Wt         | 2               | 10000000   | 9740938    | 0.974094        | 0.00031210
662             | Pb_15Wt         | 4               | 10000000   | 9487521    | 0.948752        | 0.00030802
662             | Pb_15Wt         | 6               | 10000000   | 9241430    | 0.924143        | 0.00030400
662             | Pb_15Wt         | 8               | 10000000   | 9000712    | 0.900071        | 0.00030001
662             | Pb_15Wt         | 10              | 10000000   | 8768517    | 0.876852        | 0.00029612
662             | Pb_20Wt         | 2               | 10000000   | 9722296    | 0.97223         | 0.00031181
662             | Pb_20Wt         | 4               | 10000000   | 9451703    | 0.94517         | 0.00030744
662             | Pb_20Wt         | 6               | 10000000   | 9188913    | 0.918891        | 0.00030313
662             | Pb_20Wt         | 8               | 10000000   | 8933180    | 0.893318        | 0.00029888
662             | Pb_20Wt         | 10              | 10000000   | 8686356    | 0.868636        | 0.00029473
662             | Pb_25Wt         | 2               | 10000000   | 9701697    | 0.97017         | 0.00031148
662             | Pb_25Wt         | 4               | 10000000   | 9411706    | 0.941171        | 0.00030679
662             | Pb_25Wt         | 6               | 10000000   | 9130812    | 0.913081        | 0.00030217
662             | Pb_25Wt         | 8               | 10000000   | 8858675    | 0.885868        | 0.00029764
662             | Pb_25Wt         | 10              | 10000000   | 8595199    | 0.85952         | 0.00029318
662             | Pb_30Wt         | 2               | 10000000   | 9678829    | 0.967883        | 0.00031111
662             | Pb_30Wt         | 4               | 10000000   | 9367638    | 0.936764        | 0.00030607
662             | Pb_30Wt         | 6               | 10000000   | 9066509    | 0.906651        | 0.00030111
662             | Pb_30Wt         | 8               | 10000000   | 8775650    | 0.877565        | 0.00029624
662             | Pb_30Wt         | 10              | 10000000   | 8494038    | 0.849404        | 0.00029145
662             | BaSO4_5Wt       | 2               | 10000000   | 9778807    | 0.977881        | 0.00031271
662             | BaSO4_5Wt       | 4               | 10000000   | 9562208    | 0.956221        | 0.00030923
662             | BaSO4_5Wt       | 6               | 10000000   | 9350884    | 0.935088        | 0.00030579
662             | BaSO4_5Wt       | 8               | 10000000   | 9143641    | 0.914364        | 0.00030238
662             | BaSO4_5Wt       | 10              | 10000000   | 8942215    | 0.894222        | 0.00029904
662             | BaSO4_10Wt      | 2               | 10000000   | 9771140    | 0.977114        | 0.00031259
662             | BaSO4_10Wt      | 4               | 10000000   | 9546721    | 0.954672        | 0.00030898
662             | BaSO4_10Wt      | 6               | 10000000   | 9328532    | 0.932853        | 0.00030543
662             | BaSO4_10Wt      | 8               | 10000000   | 9114407    | 0.911441        | 0.00030190
662             | BaSO4_10Wt      | 10              | 10000000   | 8906626    | 0.890663        | 0.00029844
662             | BaSO4_15Wt      | 2               | 10000000   | 9762721    | 0.976272        | 0.00031245
662             | BaSO4_15Wt      | 4               | 10000000   | 9530224    | 0.953022        | 0.00030871
662             | BaSO4_15Wt      | 6               | 10000000   | 9304390    | 0.930439        | 0.00030503
662             | BaSO4_15Wt      | 8               | 10000000   | 9082743    | 0.908274        | 0.00030138
662             | BaSO4_15Wt      | 10              | 10000000   | 8868208    | 0.886821        | 0.00029780
662             | BaSO4_20Wt      | 2               | 10000000   | 9753548    | 0.975355        | 0.00031231
662             | BaSO4_20Wt      | 4               | 10000000   | 9512750    | 0.951275        | 0.00030843
662             | BaSO4_20Wt      | 6               | 10000000   | 9278280    | 0.927828        | 0.00030460
662             | BaSO4_20Wt      | 8               | 10000000   | 9048656    | 0.904866        | 0.00030081
662             | BaSO4_20Wt      | 10              | 10000000   | 8826979    | 0.882698        | 0.00029710
662             | BaSO4_25Wt      | 2               | 10000000   | 9743490    | 0.974349        | 0.00031215
662             | BaSO4_25Wt      | 4               | 10000000   | 9493467    | 0.949347        | 0.00030811
662             | BaSO4_25Wt      | 6               | 10000000   | 9249937    | 0.924994        | 0.00030414
662             | BaSO4_25Wt      | 8               | 10000000   | 9012381    | 0.901238        | 0.00030021
662             | BaSO4_25Wt      | 10              | 10000000   | 8782447    | 0.878245        | 0.00029635
662             | BaSO4_30Wt      | 2               | 10000000   | 9732825    | 0.973283        | 0.00031197
662             | BaSO4_30Wt      | 4               | 10000000   | 9472488    | 0.947249        | 0.00030777
662             | BaSO4_30Wt      | 6               | 10000000   | 9219194    | 0.921919        | 0.00030363
662             | BaSO4_30Wt      | 8               | 10000000   | 8972848    | 0.897285        | 0.00029955
662             | BaSO4_30Wt      | 10              | 10000000   | 8733854    | 0.873385        | 0.00029553
662             | W_5Wt           | 2               | 10000000   | 9773580    | 0.977358        | 0.00031263
662             | W_5Wt           | 4               | 10000000   | 9551774    | 0.955177        | 0.00030906
662             | W_5Wt           | 6               | 10000000   | 9335699    | 0.93357         | 0.00030554
662             | W_5Wt           | 8               | 10000000   | 9123582    | 0.912358        | 0.00030205
662             | W_5Wt           | 10              | 10000000   | 8917684    | 0.891768        | 0.00029862
662             | W_10Wt          | 2               | 10000000   | 9759780    | 0.975978        | 0.00031241
662             | W_10Wt          | 4               | 10000000   | 9524273    | 0.952427        | 0.00030861
662             | W_10Wt          | 6               | 10000000   | 9295385    | 0.929539        | 0.00030488
662             | W_10Wt          | 8               | 10000000   | 9071310    | 0.907131        | 0.00030119
662             | W_10Wt          | 10              | 10000000   | 8854050    | 0.885405        | 0.00029756
662             | W_15Wt          | 2               | 10000000   | 9744343    | 0.974434        | 0.00031216
662             | W_15Wt          | 4               | 10000000   | 9494245    | 0.949425        | 0.00030813
662             | W_15Wt          | 6               | 10000000   | 9251183    | 0.925118        | 0.00030416
662             | W_15Wt          | 8               | 10000000   | 9013456    | 0.901346        | 0.00030022
662             | W_15Wt          | 10              | 10000000   | 8783859    | 0.878386        | 0.00029638
662             | W_20Wt          | 2               | 10000000   | 9726846    | 0.972685        | 0.00031188
662             | W_20Wt          | 4               | 10000000   | 9460629    | 0.946063        | 0.00030758
662             | W_20Wt          | 6               | 10000000   | 9201931    | 0.920193        | 0.00030335
662             | W_20Wt          | 8               | 10000000   | 8950111    | 0.895011        | 0.00029917
662             | W_20Wt          | 10              | 10000000   | 8706611    | 0.870661        | 0.00029507
662             | W_25Wt          | 2               | 10000000   | 9707440    | 0.970744        | 0.00031157
662             | W_25Wt          | 4               | 10000000   | 9423073    | 0.942307        | 0.00030697
662             | W_25Wt          | 6               | 10000000   | 9146909    | 0.914691        | 0.00030244
662             | W_25Wt          | 8               | 10000000   | 8879497    | 0.88795         | 0.00029798
662             | W_25Wt          | 10              | 10000000   | 8620539    | 0.862054        | 0.00029361
662             | W_30Wt          | 2               | 10000000   | 9685712    | 0.968571        | 0.00031122
662             | W_30Wt          | 4               | 10000000   | 9380684    | 0.938068        | 0.00030628
662             | W_30Wt          | 6               | 10000000   | 9085558    | 0.908556        | 0.00030142
662             | W_30Wt          | 8               | 10000000   | 8800565    | 0.880057        | 0.00029666
662             | W_30Wt          | 10              | 10000000   | 8524521    | 0.852452        | 0.00029197
662             | Bi2O3_5Wt       | 2               | 10000000   | 9773000    | 0.9773          | 0.00031262
662             | Bi2O3_5Wt       | 4               | 10000000   | 9550768    | 0.955077        | 0.00030904
662             | Bi2O3_5Wt       | 6               | 10000000   | 9334065    | 0.933407        | 0.00030552
662             | Bi2O3_5Wt       | 8               | 10000000   | 9121478    | 0.912148        | 0.00030202
662             | Bi2O3_5Wt       | 10              | 10000000   | 8915058    | 0.891506        | 0.00029858
662             | Bi2O3_10Wt      | 2               | 10000000   | 9758781    | 0.975878        | 0.00031239
662             | Bi2O3_10Wt      | 4               | 10000000   | 9522229    | 0.952223        | 0.00030858
662             | Bi2O3_10Wt      | 6               | 10000000   | 9292414    | 0.929241        | 0.00030483
662             | Bi2O3_10Wt      | 8               | 10000000   | 9067309    | 0.906731        | 0.00030112
662             | Bi2O3_10Wt      | 10              | 10000000   | 8849206    | 0.884921        | 0.00029748
662             | Bi2O3_15Wt      | 2               | 10000000   | 9742938    | 0.974294        | 0.00031214
662             | Bi2O3_15Wt      | 4               | 10000000   | 9491384    | 0.949138        | 0.00030808
662             | Bi2O3_15Wt      | 6               | 10000000   | 9247091    | 0.924709        | 0.00030409
662             | Bi2O3_15Wt      | 8               | 10000000   | 9008067    | 0.900807        | 0.00030013
662             | Bi2O3_15Wt      | 10              | 10000000   | 8777559    | 0.877756        | 0.00029627
662             | Bi2O3_20Wt      | 2               | 10000000   | 9725209    | 0.972521        | 0.00031185
662             | Bi2O3_20Wt      | 4               | 10000000   | 9457397    | 0.94574         | 0.00030753
662             | Bi2O3_20Wt      | 6               | 10000000   | 9197030    | 0.919703        | 0.00030327
662             | Bi2O3_20Wt      | 8               | 10000000   | 8943918    | 0.894392        | 0.00029906
662             | Bi2O3_20Wt      | 10              | 10000000   | 8699270    | 0.869927        | 0.00029495
662             | Bi2O3_25Wt      | 2               | 10000000   | 9705719    | 0.970572        | 0.00031154
662             | Bi2O3_25Wt      | 4               | 10000000   | 9419683    | 0.941968        | 0.00030692
662             | Bi2O3_25Wt      | 6               | 10000000   | 9142267    | 0.914227        | 0.00030236
662             | Bi2O3_25Wt      | 8               | 10000000   | 8873244    | 0.887324        | 0.00029788
662             | Bi2O3_25Wt      | 10              | 10000000   | 8613108    | 0.861311        | 0.00029348
662             | Bi2O3_30Wt      | 2               | 10000000   | 9684468    | 0.968447        | 0.00031120
662             | Bi2O3_30Wt      | 4               | 10000000   | 9378028    | 0.937803        | 0.00030624
662             | Bi2O3_30Wt      | 6               | 10000000   | 9081855    | 0.908185        | 0.00030136
662             | Bi2O3_30Wt      | 8               | 10000000   | 8795199    | 0.87952         | 0.00029657
662             | Bi2O3_30Wt      | 10              | 10000000   | 8517795    | 0.85178         | 0.00029185
662             | Ti3C2O2_5Wt     | 2               | 10000000   | 9778900    | 0.97789         | 0.00031271
662             | Ti3C2O2_5Wt     | 4               | 10000000   | 9562118    | 0.956212        | 0.00030923
662             | Ti3C2O2_5Wt     | 6               | 10000000   | 9350861    | 0.935086        | 0.00030579
662             | Ti3C2O2_5Wt     | 8               | 10000000   | 9143487    | 0.914349        | 0.00030238
662             | Ti3C2O2_5Wt     | 10              | 10000000   | 8942073    | 0.894207        | 0.00029903
662             | Ti3C2O2_10Wt    | 2               | 10000000   | 9771021    | 0.977102        | 0.00031259
662             | Ti3C2O2_10Wt    | 4               | 10000000   | 9546492    | 0.954649        | 0.00030897
662             | Ti3C2O2_10Wt    | 6               | 10000000   | 9327974    | 0.932797        | 0.00030542
662             | Ti3C2O2_10Wt    | 8               | 10000000   | 9113776    | 0.911378        | 0.00030189
662             | Ti3C2O2_10Wt    | 10              | 10000000   | 8905998    | 0.8906          | 0.00029843
662             | Ti3C2O2_15Wt    | 2               | 10000000   | 9762465    | 0.976247        | 0.00031245
662             | Ti3C2O2_15Wt    | 4               | 10000000   | 9529771    | 0.952977        | 0.00030870
662             | Ti3C2O2_15Wt    | 6               | 10000000   | 9303369    | 0.930337        | 0.00030501
662             | Ti3C2O2_15Wt    | 8               | 10000000   | 9081586    | 0.908159        | 0.00030136
662             | Ti3C2O2_15Wt    | 10              | 10000000   | 8867135    | 0.886714        | 0.00029778
662             | Ti3C2O2_20Wt    | 2               | 10000000   | 9752879    | 0.975288        | 0.00031230
